time_in_cycles,T50,P30,Ps30,Nc,NRf,phi,BPR,W32,htBleed,RUL
157,1426.83,552.6,48.05,9061.3,2388.2,519.76,8.5077,23.1551,397,11
128,1421.89,552.47,47.77,9063.91,2388.19,520.38,8.4873,23.1953,394,26
88,1396.12,554.3,47.4,9069.69,2387.99,522.65,8.3745,23.3663,393,126
147,1414.54,551.95,47.95,9053.63,2388.25,520.03,8.4974,23.1169,396,33
97,1412.54,553.23,47.57,9062.67,2388.08,521.33,8.4645,23.2482,394,75
173,1420.56,552.13,47.87,9052.17,2388.27,520.78,8.4934,23.1842,395,21
115,1411.2,552.9,47.71,9076.32,2388.11,521.6,8.4695,23.2846,393,84
124,1403.57,554.83,47.46,9060.45,2388.04,521.72,8.3983,23.4233,392,217
63,1395.38,553.48,47.51,9049.96,2388.01,521.56,8.4357,23.3436,394,129
102,1407.87,553.81,47.3,9049.66,2388.13,521.22,8.4456,23.3391,393,111
14,1407.53,553.05,47.58,9049.69,2388.05,521.33,8.4253,23.2475,393,261
163,1412.52,552.88,47.66,9064.6,2388.15,520.62,8.4582,23.2628,395,71
48,1397.55,554.12,47.42,9064.34,2388.04,522.62,8.3831,23.5047,391,152
78,1396.85,553.93,47.32,9058.16,2388.01,522.56,8.3964,23.3964,393,162
101,1409.67,555.0,47.4,9062.45,2388.05,522.0,8.4307,23.3002,392,95
16,1410.03,553.85,47.52,9055.5,2388.11,521.55,8.4516,23.4899,393,121
32,1398.55,553.96,47.02,9065.17,2388.05,522.26,8.4186,23.3134,391,244
24,1418.55,552.56,47.57,9059.5,2388.12,521.17,8.4427,23.3446,395,111
182,1430.19,551.3,48.19,9038.76,2388.33,519.72,8.5286,22.9853,396,3
213,1417.44,552.92,47.82,9105.88,2388.17,520.43,8.4793,23.1144,395,27
139,1392.56,554.37,47.4,9056.86,2388.0,522.13,8.4025,23.2939,391,92
115,1401.63,552.91,47.61,9054.82,2388.09,521.46,8.4641,23.318,394,38
30,1400.58,553.48,47.56,9057.93,2388.12,521.94,8.4347,23.3907,393,148
161,1421.48,552.6,47.9,9036.35,2388.21,520.22,8.4769,23.1507,395,52
89,1403.85,553.84,47.26,9057.84,2388.04,521.68,8.3846,23.4517,393,247
160,1411.21,553.17,47.64,9064.2,2388.12,521.33,8.4461,23.3095,395,80
169,1420.12,551.76,48.25,9044.8,2388.28,520.12,8.5283,23.0111,395,11
37,1409.22,553.86,47.58,9035.87,2388.12,521.51,8.4773,23.3528,394,162
162,1427.56,552.73,48.0,9049.62,2388.24,520.28,8.4873,23.1297,395,16
78,1407.36,553.68,47.45,9067.37,2388.06,522.03,8.4329,23.3604,393,78
21,1412.19,554.43,47.35,9062.45,2388.03,521.46,8.419,23.3518,392,177
202,1418.36,552.17,47.72,9083.21,2388.15,520.47,8.4559,23.2895,395,56
100,1397.27,555.47,47.16,9059.12,2387.98,522.23,8.3892,23.4803,391,193
173,1414.88,552.17,47.87,9056.38,2388.22,519.78,8.4619,23.0934,393,37
12,1403.46,553.86,47.41,9059.18,2388.08,522.27,8.4135,23.2859,391,329
131,1414.7,552.6,47.82,9043.21,2388.19,520.57,8.4774,23.1927,392,39
41,1403.21,554.15,47.34,9058.87,2388.02,521.26,8.4173,23.3199,392,106
177,1418.51,552.05,47.86,9074.41,2388.18,520.26,8.532,23.1563,394,15
30,1403.24,553.56,47.67,9060.61,2388.11,521.78,8.4513,23.2686,393,158
144,1419.42,552.16,47.76,9049.97,2388.16,520.83,8.5017,23.1588,393,36
153,1408.92,553.52,47.58,9055.44,2388.09,522.06,8.4545,23.2798,395,87
201,1414.73,552.98,47.9,9063.96,2388.15,520.44,8.4553,23.1552,394,66
92,1414.66,553.01,47.53,9066.73,2388.13,520.61,8.4619,23.2744,395,96
51,1400.15,554.36,47.16,9075.25,2387.96,522.16,8.3767,23.2452,391,180
212,1432.5,550.91,47.96,9079.18,2388.25,519.66,8.4891,23.0103,396,5
36,1406.3,553.91,47.31,9057.89,2388.06,522.45,8.4164,23.4601,390,195
138,1420.71,552.82,47.79,9099.01,2388.14,520.95,8.4903,23.2389,394,25
149,1423.59,552.53,48.12,9090.23,2388.21,520.02,8.4827,23.0352,395,9
141,1400.18,553.71,47.42,9088.46,2388.0,521.63,8.3977,23.4452,392,90
148,1422.18,553.2,47.81,9075.98,2388.12,521.04,8.4512,23.2717,395,46
31,1396.23,553.6,47.1,9055.07,2387.97,522.48,8.4006,23.4237,390,123
50,1404.3,554.32,47.28,9047.65,2388.09,522.26,8.4607,23.3027,392,233
60,1410.03,552.64,47.64,9045.63,2388.17,521.05,8.4546,23.158,395,142
70,1403.36,554.38,47.27,9062.18,2388.03,522.06,8.4001,23.3296,392,83
134,1418.5,552.91,47.77,9098.66,2388.1,521.07,8.4572,23.2138,394,29
206,1436.86,551.63,48.15,9155.36,2388.16,520.27,8.5348,23.1234,396,2
54,1397.15,553.34,47.51,9065.91,2388.06,521.43,8.4228,23.2877,392,224
73,1414.58,553.36,47.47,9050.96,2388.08,521.45,8.4499,23.4025,393,185
24,1409.32,553.07,47.68,9054.02,2388.08,521.12,8.4307,23.3565,394,161
177,1414.12,552.43,47.77,9078.34,2388.14,521.26,8.5006,23.1078,395,22
58,1401.99,555.29,47.17,9065.37,2388.0,522.43,8.384,23.3645,390,156
218,1418.41,552.67,47.76,9076.18,2388.07,521.2,8.4701,23.0657,395,41
138,1412.68,553.31,47.55,9057.54,2388.11,521.15,8.4393,23.3196,392,69
75,1405.61,554.39,47.25,9065.72,2388.07,522.64,8.4434,23.4276,393,218
151,1414.09,552.77,47.52,9059.27,2388.16,521.26,8.4371,23.2263,392,79
23,1398.51,553.85,47.21,9060.78,2388.07,522.08,8.4135,23.243,391,339
47,1409.57,553.47,47.67,9053.38,2388.09,521.5,8.4442,23.2598,393,220
103,1404.3,553.1,47.18,9046.42,2388.14,521.44,8.4545,23.2361,393,51
152,1422.8,551.86,48.08,9049.81,2388.22,519.98,8.5233,23.074,396,18
22,1404.5,553.71,47.14,9072.85,2387.99,522.33,8.387,23.4677,391,136
11,1401.23,554.04,47.37,9053.06,2387.98,522.23,8.415,23.3028,392,184
79,1402.89,553.41,47.47,9071.46,2388.14,521.52,8.4397,23.4019,392,58
198,1426.73,551.21,48.17,9048.48,2388.28,520.02,8.5064,23.1804,396,17
130,1418.48,551.9,47.86,9043.58,2388.24,520.32,8.4336,23.1258,396,28
220,1405.96,553.04,47.58,9053.83,2388.12,521.67,8.4244,23.256,392,142
22,1395.37,555.13,47.15,9058.36,2388.02,522.7,8.3578,23.4023,390,163
113,1410.46,552.1,47.87,9043.52,2388.21,520.39,8.4561,23.0927,394,37
339,1428.24,551.18,48.19,9137.65,2388.2,519.92,8.5063,23.0027,395,2
328,1425.58,552.46,47.84,9060.35,2388.16,519.99,8.4578,23.0971,395,34
55,1400.43,554.04,47.14,9065.49,2388.06,521.8,8.4139,23.3442,392,202
60,1412.64,553.77,47.4,9065.29,2388.05,521.94,8.4209,23.3723,392,87
36,1393.82,553.46,47.41,9063.84,2388.03,521.89,8.3766,23.442,392,117
172,1400.21,553.46,47.33,9063.83,2388.12,520.96,8.4547,23.3427,392,84
143,1396.72,553.46,47.33,9066.46,2388.06,521.63,8.3714,23.3964,392,79
144,1419.65,552.02,48.09,9057.36,2388.21,520.52,8.4843,23.163,395,12
63,1404.52,553.61,47.23,9057.59,2388.05,521.98,8.4249,23.3595,392,273
169,1408.07,553.3,47.47,9077.23,2388.01,521.53,8.4293,23.2977,392,71
10,1400.16,554.89,47.26,9056.86,2388.01,522.64,8.415,23.457,389,283
191,1426.73,551.82,48.35,9052.63,2388.23,519.35,8.5289,23.0965,396,11
188,1415.91,553.18,47.57,9137.66,2388.1,521.32,8.4388,23.1911,395,26
80,1406.18,554.03,47.36,9065.39,2388.01,521.82,8.4495,23.2925,392,116
23,1397.13,554.6,47.29,9070.08,2387.97,522.05,8.4104,23.3788,391,260
162,1411.88,552.8,47.59,9057.78,2388.14,521.09,8.45,23.1848,393,105
178,1423.78,552.5,47.96,9129.45,2388.1,521.11,8.463,23.1172,395,17
176,1413.01,552.28,47.81,9126.09,2388.03,521.61,8.4401,23.2005,394,26
11,1408.0,552.95,47.56,9046.44,2388.11,521.03,8.4192,23.2437,391,247
38,1409.48,554.18,47.52,9070.16,2388.07,522.24,8.4059,23.3179,392,118
134,1430.21,551.7,48.07,9101.06,2388.18,519.38,8.5328,23.0637,397,3
61,1405.15,553.71,47.52,9045.73,2388.14,521.21,8.4567,23.224,392,197
53,1408.94,553.14,47.46,9060.79,2388.07,522.0,8.4146,23.3635,392,103
175,1418.37,552.55,47.76,9110.14,2388.19,520.16,8.5125,23.1573,395,24
51,1407.42,554.69,47.23,9062.18,2388.03,522.62,8.3935,23.3339,390,148
254,1418.53,552.87,47.72,9057.14,2388.22,520.88,8.4293,23.1901,392,39
184,1415.55,553.87,47.76,9163.47,2388.08,521.04,8.4605,23.1689,395,17
180,1402.36,553.77,47.21,9054.55,2388.06,522.28,8.4506,23.3336,392,113
56,1412.51,553.79,47.35,9054.3,2388.1,521.63,8.4451,23.4717,394,227
67,1408.9,552.71,47.52,9050.32,2388.17,521.16,8.4179,23.2829,393,135
135,1411.56,553.02,48.04,9075.08,2388.16,520.92,8.4498,23.2795,393,37
33,1396.15,554.87,47.16,9067.86,2388.0,522.49,8.3916,23.5014,392,224
164,1398.84,553.36,47.44,9101.97,2388.06,521.65,8.4567,23.2508,393,50
194,1423.44,551.52,48.14,9223.56,2388.12,520.23,8.4945,23.0109,397,1
206,1426.65,552.05,48.31,9058.6,2388.22,519.85,8.5527,22.9967,397,9
12,1390.53,554.5,47.11,9059.06,2388.01,522.49,8.3869,23.4954,392,264
25,1396.62,554.14,47.19,9055.28,2388.03,522.31,8.3959,23.4883,391,262
41,1417.32,553.05,47.65,9054.32,2388.07,521.36,8.4549,23.3044,392,152
182,1429.21,552.05,47.84,9123.09,2388.11,520.78,8.4827,23.2101,394,17
161,1396.82,553.86,47.35,9080.4,2388.03,521.99,8.4676,23.3271,393,96
27,1402.83,553.98,47.36,9069.01,2388.07,521.67,8.4403,23.3186,392,171
213,1411.01,554.14,47.46,9061.22,2388.09,521.58,8.441,23.2294,393,80
116,1406.84,552.69,47.68,9057.11,2388.04,521.69,8.4309,23.2317,393,50
108,1412.22,553.52,47.55,9065.52,2388.09,521.63,8.4301,23.3396,393,88
54,1406.78,553.36,47.32,9048.55,2388.1,521.78,8.4836,23.3449,393,141
138,1413.65,552.87,47.68,9085.95,2388.1,521.07,8.4517,23.3092,393,47
68,1400.86,553.61,47.5,9060.67,2388.08,521.81,8.4107,23.3811,393,245
62,1413.4,553.24,47.53,9053.08,2388.15,521.08,8.4871,23.1366,391,140
99,1415.98,552.77,47.64,9073.05,2388.12,521.0,8.4131,23.2598,393,38
76,1411.68,552.25,47.62,9052.88,2388.21,520.65,8.4625,23.2067,395,59
101,1404.66,552.68,47.38,9062.51,2388.07,521.63,8.4264,23.4033,393,65
53,1408.73,553.37,47.54,9046.52,2388.2,521.1,8.4654,23.2592,392,97
223,1424.16,551.68,48.22,9066.96,2388.24,520.07,8.4959,23.1274,394,8
10,1400.35,554.04,47.12,9070.63,2388.05,522.09,8.395,23.3734,392,204
40,1409.39,553.29,47.63,9059.76,2388.08,521.86,8.4449,23.3017,392,194
68,1394.37,554.52,47.35,9068.05,2388.02,522.0,8.3729,23.5163,391,126
103,1392.55,554.01,47.5,9066.86,2388.0,522.34,8.4222,23.3641,394,62
2,1400.28,554.47,47.1,9060.98,2388.0,522.16,8.3744,23.3892,391,194
36,1414.51,553.27,47.5,9044.03,2388.11,521.37,8.4597,23.2801,393,114
83,1408.22,554.99,47.27,9074.54,2388.02,522.57,8.4035,23.3536,392,200
184,1407.31,553.31,47.78,9067.52,2388.08,520.73,8.4517,23.1831,394,74
91,1405.67,554.48,47.26,9074.45,2388.03,522.54,8.3967,23.3828,391,110
131,1412.16,553.63,47.74,9094.86,2388.04,521.74,8.4284,23.2823,392,43
102,1404.1,553.73,47.5,9056.62,2388.02,521.94,8.4018,23.3323,393,239
269,1410.36,553.43,47.6,9066.16,2388.14,521.31,8.4442,23.2596,393,93
122,1410.14,553.43,47.48,9071.9,2388.07,521.45,8.4166,23.2606,394,71
133,1406.69,552.63,47.57,9050.81,2388.17,520.73,8.3967,23.3156,394,134
62,1411.01,553.35,47.61,9055.17,2388.15,521.25,8.4646,23.3406,393,73
86,1404.08,553.4,47.58,9052.3,2388.14,521.35,8.4064,23.38,392,102
181,1416.77,552.49,47.94,9055.28,2388.14,520.26,8.4851,23.1284,394,86
73,1399.88,555.31,47.2,9061.29,2388.03,522.58,8.3863,23.4118,390,141
162,1411.32,552.75,47.73,9059.05,2388.16,520.79,8.4693,23.213,393,34
20,1389.2,555.07,47.31,9063.07,2387.96,522.41,8.4309,23.3684,392,181
98,1406.18,553.27,47.52,9048.59,2388.12,521.19,8.4643,23.3123,393,90
115,1399.39,552.89,47.61,9064.63,2388.05,521.77,8.4147,23.3361,394,74
85,1406.3,554.07,47.42,9070.11,2388.07,521.46,8.4382,23.3757,392,70
117,1408.12,554.02,47.58,9054.15,2388.14,521.51,8.4777,23.2715,392,37
63,1410.9,554.08,47.31,9064.02,2388.03,522.09,8.434,23.3496,392,151
197,1407.81,553.82,47.65,9089.76,2388.01,521.07,8.4764,23.217,392,43
112,1414.98,553.5,47.59,9061.23,2388.15,520.98,8.4469,23.2226,394,35
17,1405.99,554.0,47.3,9064.13,2388.0,522.51,8.3841,23.4297,391,178
32,1395.04,554.47,47.11,9062.42,2387.95,522.77,8.3576,23.4168,392,168
203,1410.33,553.2,47.58,9070.42,2388.12,521.41,8.4197,23.1596,393,84
197,1402.16,553.63,47.66,9078.29,2388.06,521.72,8.4606,23.3095,393,86
123,1404.06,553.9,47.26,9075.12,2388.02,522.59,8.4782,23.2781,391,153
140,1409.48,552.14,47.6,9050.52,2388.08,521.31,8.4624,23.2327,396,70
50,1409.34,553.74,47.61,9053.83,2388.09,521.04,8.436,23.2642,394,113
73,1402.3,552.8,47.76,9050.38,2388.14,521.17,8.4468,23.1808,393,129
69,1408.22,553.74,47.62,9046.33,2388.13,521.48,8.4343,23.3121,393,161
16,1416.35,552.89,47.57,9045.5,2388.09,521.5,8.4432,23.2297,394,183
144,1406.0,553.59,47.53,9088.08,2388.07,521.91,8.4363,23.3785,393,58
73,1398.11,554.15,47.21,9071.75,2388.05,522.19,8.4007,23.3807,393,143
166,1424.95,552.83,47.73,9052.77,2388.28,519.88,8.5019,23.1761,395,12
188,1416.28,552.25,47.56,9063.07,2388.17,520.57,8.4433,23.2821,394,90
16,1405.75,554.6,47.36,9047.89,2388.11,521.79,8.4362,23.383,391,192
238,1415.64,552.54,47.71,9070.42,2388.14,520.72,8.4641,23.2341,393,75
180,1412.99,552.72,47.81,9057.07,2388.21,520.4,8.4653,23.2724,394,35
123,1400.69,553.9,47.47,9058.28,2388.05,521.61,8.4489,23.3207,393,62
88,1414.74,552.92,47.54,9059.01,2388.05,521.3,8.4119,23.1874,392,75
156,1423.34,552.92,47.84,9125.95,2388.11,520.52,8.5023,23.2323,395,18
116,1395.43,554.09,47.29,9065.54,2388.06,522.37,8.4065,23.4308,392,106
43,1396.54,554.46,47.24,9067.25,2387.95,522.28,8.3919,23.4025,391,171
49,1407.65,554.22,47.12,9063.27,2388.07,522.14,8.384,23.405,393,151
144,1408.86,553.87,47.24,9064.7,2388.07,521.68,8.4367,23.3516,393,78
90,1399.51,553.48,47.6,9053.09,2388.08,521.43,8.417,23.2607,393,104
131,1401.08,554.51,47.33,9083.96,2388.03,522.31,8.4122,23.2615,393,82
181,1431.5,551.16,48.08,9098.3,2388.25,519.84,8.5153,23.0205,396,0
176,1403.86,553.73,47.55,9074.58,2388.02,522.39,8.3991,23.3538,394,81
103,1416.4,553.39,47.71,9045.58,2388.15,520.84,8.4743,23.2295,394,110
134,1421.27,553.08,47.81,9059.07,2388.11,521.01,8.4774,23.2161,395,22
70,1402.56,553.03,47.45,9050.09,2388.1,521.69,8.3967,23.3254,394,125
23,1402.88,552.58,47.45,9053.73,2388.06,521.88,8.4397,23.3694,396,114
56,1396.88,553.98,47.11,9060.36,2388.04,521.93,8.4214,23.3475,393,129
53,1402.11,553.09,47.5,9046.64,2388.16,521.58,8.4634,23.3081,393,75
149,1414.08,553.27,47.88,9055.89,2388.16,521.0,8.4579,23.2901,394,91
171,1403.53,552.97,47.66,9063.96,2388.16,521.46,8.4832,23.282,394,60
159,1432.24,551.84,48.07,9063.89,2388.24,520.52,8.5183,23.1688,397,9
96,1406.14,554.17,47.45,9054.24,2388.07,521.55,8.4015,23.3917,393,89
18,1409.59,553.59,47.44,9060.55,2388.12,521.32,8.4463,23.2896,392,184
41,1395.16,554.33,47.11,9066.93,2388.05,522.5,8.4048,23.4207,393,173
56,1412.42,553.88,47.45,9043.21,2388.18,521.88,8.4807,23.2946,392,154
25,1397.33,554.78,47.19,9067.26,2387.97,522.81,8.4151,23.4193,392,244
108,1418.26,552.5,47.65,9072.92,2388.12,521.42,8.4474,23.2686,394,72
33,1397.92,554.92,47.08,9051.73,2387.99,522.38,8.3921,23.4207,393,198
118,1411.52,553.54,47.39,9077.74,2388.09,521.44,8.4076,23.3898,394,95
150,1412.21,553.5,47.6,9068.27,2388.05,521.63,8.3987,23.2193,393,49
104,1418.14,552.83,47.49,9058.89,2388.1,521.51,8.4452,23.2827,393,43
172,1415.16,552.65,47.74,9094.36,2388.1,521.36,8.4662,23.2645,393,44
188,1414.33,552.04,47.85,9035.27,2388.23,520.2,8.4784,23.1722,396,25
165,1410.17,552.73,47.76,9065.29,2388.16,520.91,8.4694,23.1233,392,69
107,1403.87,553.3,47.56,9066.77,2388.11,521.39,8.4705,23.3659,395,71
112,1410.14,553.3,47.63,9046.85,2388.14,521.12,8.4705,23.2649,394,155
186,1425.29,551.75,47.88,9134.14,2388.16,520.39,8.474,23.1217,396,8
114,1400.5,553.72,47.42,9051.93,2388.1,521.95,8.4199,23.416,392,93
109,1395.54,554.13,47.56,9075.54,2388.07,522.13,8.4272,23.4292,393,107
166,1402.76,553.47,47.44,9117.35,2388.01,521.82,8.4129,23.4058,395,47
129,1408.14,553.01,47.57,9058.22,2388.1,521.06,8.4071,23.3063,395,56
155,1414.37,553.38,47.82,9057.08,2388.19,521.44,8.4303,23.2224,393,85
30,1410.4,553.6,47.5,9054.67,2388.06,521.43,8.4125,23.3942,391,210
153,1405.94,552.73,47.32,9068.83,2388.07,522.09,8.4272,23.2887,394,87
30,1402.48,554.46,47.31,9050.98,2388.0,522.49,8.3667,23.4173,390,192
92,1416.41,553.42,47.41,9061.4,2388.13,521.05,8.4555,23.4089,395,71
105,1401.92,554.37,47.3,9079.02,2388.06,522.04,8.3575,23.3385,393,154
102,1414.12,553.38,47.6,9071.01,2388.12,522.0,8.4199,23.2869,393,96
146,1423.26,552.54,48.07,9064.64,2388.25,520.16,8.506,23.1121,394,10
182,1426.26,552.13,48.07,9155.03,2388.11,520.87,8.5025,23.2726,396,11
182,1425.89,552.18,47.98,9055.89,2388.24,519.98,8.5182,23.1289,395,28
137,1398.79,553.84,47.35,9052.73,2388.05,521.84,8.4433,23.3069,393,70
124,1415.17,553.2,47.63,9057.88,2388.11,521.36,8.4437,23.2722,394,110
181,1412.61,553.35,47.59,9064.89,2388.12,520.82,8.4371,23.2691,394,94
99,1409.41,553.57,47.8,9061.82,2388.15,521.53,8.4417,23.3548,393,176
45,1399.71,554.7,47.0,9064.28,2387.97,522.54,8.3735,23.3398,393,224
84,1402.26,554.86,47.29,9050.39,2387.92,522.75,8.394,23.4055,392,203
83,1406.79,553.93,47.45,9064.79,2388.09,522.13,8.4271,23.2634,393,91
272,1422.78,552.13,48.2,9167.31,2388.13,520.08,8.5318,23.0667,395,4
37,1398.8,553.36,47.36,9058.48,2388.0,522.05,8.4271,23.2336,392,276
203,1420.6,552.5,47.9,9175.36,2388.09,520.56,8.4952,23.0097,394,11
52,1395.74,554.45,47.38,9068.46,2387.99,522.11,8.3764,23.4285,391,113
118,1397.66,553.92,47.13,9065.09,2388.02,522.03,8.4231,23.3816,391,76
98,1399.2,554.23,47.32,9066.57,2388.03,521.76,8.4182,23.3368,393,97
52,1405.53,553.01,47.39,9058.0,2388.06,521.98,8.4326,23.371,392,111
196,1404.78,553.77,47.62,9062.04,2388.05,521.97,8.4369,23.2698,391,97
45,1399.9,554.07,47.29,9061.62,2388.07,521.73,8.391,23.2825,392,102
105,1421.02,552.09,47.89,9047.8,2388.21,520.96,8.4935,23.2909,395,30
273,1413.71,553.26,47.62,9062.13,2388.13,520.53,8.4588,23.0915,395,63
152,1399.01,554.8,47.32,9072.97,2388.02,522.57,8.4122,23.467,392,131
96,1392.46,554.1,47.39,9072.33,2388.04,522.64,8.4236,23.4586,392,163
80,1406.79,553.44,47.47,9048.79,2388.18,521.47,8.4272,23.2825,394,114
21,1398.13,554.08,47.15,9048.15,2388.08,522.42,8.4049,23.3101,392,171
186,1408.31,553.04,47.67,9057.64,2388.06,521.39,8.4606,23.2328,394,45
34,1409.54,554.34,47.58,9057.59,2388.06,521.36,8.4818,23.3219,392,140
6,1401.36,554.75,47.24,9051.03,2388.03,522.89,8.3971,23.405,390,225
148,1409.79,553.03,47.8,9052.29,2388.16,520.52,8.4875,23.1783,393,62
40,1398.9,554.35,47.3,9059.91,2388.04,522.31,8.4504,23.3161,393,158
141,1414.9,552.51,47.89,9047.32,2388.18,521.06,8.4645,23.1438,395,39
58,1402.02,554.14,47.32,9066.28,2388.01,522.1,8.4171,23.3799,393,97
16,1409.89,553.05,47.75,9062.06,2388.1,521.4,8.4486,23.262,394,119
16,1403.28,554.19,47.09,9041.77,2388.03,522.5,8.4098,23.3494,391,138
139,1405.55,554.29,47.16,9100.05,2387.96,522.16,8.4192,23.3646,393,62
154,1410.2,552.09,47.9,9058.28,2388.21,520.38,8.4625,23.2579,395,34
206,1411.04,551.41,47.92,9062.43,2388.17,520.33,8.4703,23.2369,396,28
98,1407.46,553.0,47.49,9038.1,2388.09,521.48,8.4301,23.239,395,72
95,1410.86,553.12,47.34,9064.63,2388.02,522.0,8.4283,23.314,393,267
28,1403.37,553.48,47.21,9056.24,2388.14,521.48,8.4486,23.3566,391,140
132,1412.38,552.73,47.47,9081.46,2388.07,521.82,8.4572,23.2744,395,67
217,1420.03,552.4,47.8,9092.75,2388.12,520.75,8.4856,23.1182,394,41
188,1401.63,554.04,47.42,9064.44,2388.1,521.58,8.4325,23.3051,393,153
9,1401.27,554.27,47.04,9055.41,2387.97,522.29,8.3836,23.4868,392,213
84,1411.14,553.84,47.28,9067.99,2388.07,522.2,8.3994,23.4059,392,278
74,1399.46,554.54,47.48,9060.54,2388.07,521.59,8.4239,23.3564,392,126
67,1397.84,553.35,47.61,9054.67,2388.09,521.63,8.4603,23.4041,392,70
97,1407.78,553.73,47.53,9069.45,2388.1,521.66,8.4258,23.3534,394,96
238,1431.8,553.35,47.88,9068.72,2388.25,520.17,8.507,23.1865,395,29
97,1399.62,553.95,47.25,9055.14,2388.08,521.11,8.4282,23.3544,395,88
155,1422.98,552.41,47.91,9049.09,2388.24,520.31,8.5069,23.1973,396,25
171,1405.96,553.5,47.35,9067.28,2388.13,521.78,8.4461,23.3403,393,88
16,1408.82,554.09,47.54,9049.37,2388.16,521.24,8.4128,23.1965,393,154
207,1408.91,552.98,47.67,9104.16,2388.12,520.7,8.4714,23.1952,395,33
6,1403.2,553.79,47.37,9059.83,2388.06,522.02,8.412,23.5751,392,194
105,1407.07,552.96,47.69,9056.22,2388.17,520.59,8.4393,23.2119,394,53
76,1403.48,554.04,47.21,9056.32,2388.03,522.14,8.396,23.3337,392,286
105,1400.67,554.13,47.25,9076.54,2387.99,522.19,8.4159,23.3731,392,108
188,1417.53,551.52,47.86,9043.24,2388.25,519.82,8.5138,23.1587,395,19
40,1408.56,553.1,47.55,9051.46,2388.12,520.98,8.4275,23.2703,392,151
80,1397.31,554.57,47.46,9061.8,2388.13,522.24,8.4278,23.3051,392,203
107,1406.36,553.75,47.34,9079.72,2388.03,521.93,8.4006,23.4421,392,109
25,1410.4,554.34,47.49,9055.37,2388.12,520.88,8.4591,23.3392,394,143
40,1407.5,554.25,47.41,9061.02,2388.06,521.98,8.4251,23.4337,393,200
50,1415.61,553.38,47.61,9043.58,2388.14,521.27,8.4446,23.3538,394,78
98,1410.67,553.79,47.39,9072.34,2388.07,521.37,8.4438,23.4416,394,94
128,1407.57,552.95,47.64,9071.13,2388.18,521.14,8.4361,23.3164,394,53
68,1402.49,554.84,47.31,9052.42,2387.97,522.28,8.3889,23.3527,392,85
53,1401.36,553.78,47.41,9062.13,2388.01,522.33,8.4018,23.4118,391,143
126,1409.78,553.34,47.57,9081.75,2388.07,521.44,8.4327,23.3083,393,69
5,1409.58,553.5,47.24,9058.47,2388.12,521.47,8.3971,23.3311,392,235
130,1404.81,553.84,47.56,9082.71,2388.07,522.0,8.4413,23.3835,392,86
197,1411.02,552.88,47.99,9066.44,2388.21,520.28,8.4787,23.1269,395,37
249,1424.88,552.03,48.04,9145.77,2388.19,519.72,8.4857,23.039,397,8
146,1418.61,551.84,48.11,9070.44,2388.2,520.54,8.5025,23.1539,393,9
125,1415.76,552.88,47.73,9065.09,2388.19,521.23,8.4819,23.1904,394,84
102,1412.98,552.57,47.51,9038.46,2388.12,520.73,8.4427,23.3435,395,86
124,1397.0,554.4,47.3,9061.42,2388.05,522.16,8.4279,23.3832,390,132
195,1423.14,552.14,48.07,9163.16,2388.14,520.48,8.5257,23.0226,396,4
21,1409.2,553.92,47.42,9056.49,2388.0,522.4,8.398,23.3323,391,160
11,1390.48,554.9,47.21,9057.84,2387.95,522.97,8.4285,23.3848,389,282
125,1412.92,553.08,47.55,9057.4,2388.14,521.1,8.4861,23.1752,394,66
104,1410.43,554.63,47.42,9067.1,2388.06,521.63,8.4561,23.3097,393,109
160,1416.51,552.86,47.81,9068.6,2388.18,521.13,8.4704,23.1648,394,53
16,1403.71,553.97,47.58,9046.65,2388.15,521.41,8.4331,23.3922,394,154
63,1392.37,553.87,47.22,9055.65,2388.01,522.24,8.3818,23.4342,392,136
41,1393.32,554.62,47.2,9060.44,2388.04,522.13,8.3954,23.4643,392,181
101,1415.0,553.52,47.64,9053.15,2388.1,521.05,8.4534,23.3606,394,90
69,1402.87,554.78,47.28,9048.6,2388.04,522.33,8.3597,23.462,391,165
115,1412.89,553.29,47.76,9057.09,2388.16,520.59,8.4704,23.3771,394,65
81,1401.79,554.37,47.16,9057.4,2388.01,522.34,8.3736,23.4255,392,84
28,1396.46,555.12,47.35,9064.43,2388.02,522.24,8.3847,23.494,390,173
67,1402.06,554.84,47.14,9061.78,2388.02,522.41,8.4404,23.4479,392,167
159,1412.29,553.55,47.33,9095.4,2388.06,521.8,8.4701,23.3503,393,43
266,1417.61,552.65,47.81,9075.09,2388.19,520.66,8.4568,23.1815,395,47
99,1405.87,553.01,47.35,9067.2,2388.07,521.39,8.4572,23.3337,395,99
266,1422.54,551.84,47.84,9083.55,2388.16,520.52,8.461,23.1815,397,21
221,1407.35,553.82,47.53,9080.7,2388.07,521.24,8.4959,23.3632,394,62
128,1409.77,553.6,47.43,9058.4,2388.13,521.78,8.4498,23.3557,393,147
170,1413.31,552.48,47.81,9063.22,2388.19,521.12,8.4651,23.1442,393,24
113,1405.49,553.87,47.42,9066.89,2388.14,521.37,8.405,23.2939,392,200
146,1421.76,552.32,47.95,9090.33,2388.15,520.93,8.4472,23.0987,396,26
42,1398.14,554.05,47.21,9078.32,2388.01,522.68,8.4047,23.3355,393,217
123,1415.42,552.25,47.66,9042.63,2388.17,521.07,8.4659,23.2544,394,47
